id,name,tier,finalScore,baseScore,authScore,role,seniority,status,needsManualReview,outletName,outletSlug,outletTier,outletDR,competitorBacklinks,writesForCount,writesFor,beats,credentials,certifications,certificationsVerified,education,yearsInIndustry,location,linkedin,twitter,muckrack,personalSite,authorUrl,email,emailVerified,quotedInTier1,tvAppearances,authoredBooks,industryAwards,linkedinFollowers,linkedinConnections,linkedinFetchedAt,muckrackArticleCount,hasKnowledgePanel,ownedDomain,finraBrokerCheckStatus,discoveryMethod,notes,bio
jay-hawk,Jay Hawk,B,83,70,18,"Contributor — Benzinga (Co-founder, TheFXperts)",contributor,active,,Benzinga,benzinga,T2,86,8,1,benzinga,forex; stocks; futures; options; markets; trading-education,,,,Classical Guitar training@European music conservatories,40,,https://www.linkedin.com/in/jayhawkforex/,,,https://www.facebook.com/jay.hawkfx.3,https://www.benzinga.com/money/author/jay,,,,,Forex Trading: A Beginner's Guide (co-author); Stock Trading: A Beginner's Guide (co-author); Commodity Trading: A Beginner's Guide (co-author); Fundamental Analysis for Financial Markets Traders (co-author),,,,,,,,,L7-websearch + L5.5-direct + Rule A,,"Co-founder of TheFXperts and Benzinga contributor focused on forex and broker reviews. Grew up in Chicago and Mexico City, bilingual English-Spanish. After classical-guitar training at European conservatories, he pursued a financial career beginning on the Midwest Stock Exchange. Combined 40+ years of trading experience with wife Julie: market maker on several Chicago and San Francisco options exchanges (CBOE, CME, Pacific Options Exchange), retail stock brokerage desk operator, institutional fund manager, and forex trader/mentor. Co-authored multiple trading books."
sam-boughedda,Sam Boughedda,B,83,71,17,Stock Market Analyst — Benzinga Money (contributor),contributor,active,,Benzinga,benzinga,T2,86,8,4,benzinga; asktraders; macrodesiac; leaprate,stocks; forex; markets; investing,,,,,8,"London, UK",https://www.linkedin.com/in/sam-boughedda-ab3a7660/,https://twitter.com/SamBoughedda,,,https://www.benzinga.com/money/author/sam-bougheddagmail-com,,,,,,,,,,,,,,L5.5-direct + Rule A,,"Stock market analyst and content writer based in London. Active trader and investor since 2018. Started out writing on forex markets before shifting emphasis to equities with a focus on in-depth research and breaking news. Cross-outlet contributor: bylines at Benzinga, AskTraders, Macrodesiac, and LeapRate."
dominic-frisby-moneyweek,Dominic Frisby,B,83,69,21,"Columnist — Gold, Commodities, Currencies, Crypto",contributor,active,,MoneyWeek,moneyweek,T2,80,1,2,moneyweek; coindesk,crypto; bitcoin; markets; investing,,,,Secondary@St Paul's School; Attended@Manchester University; Drama training@Webber-Douglas Academy of Dramatic Art,19,United Kingdom,,https://x.com/DominicFrisby,,https://www.theflyingfrisby.com/,https://moneyweek.com/author/dominic-frisby,editor@moneyweek.com,y,,,Bitcoin: The Future of Money?; Daylight Robbery; Life After the State; The Secret History of Gold,,,,,,y,theflyingfrisby.com,,L1 + L5.5-direct (Rule C),Primarily comedian/author; financial commentary is secondary but long-tenured,"British financial writer, comedian, author and voice actor — 'the world's only financial writer and comedian'. MoneyWeek's main commentator on gold, commodities, currencies and cryptocurrencies; contributor since 2006. Also contributes to CoinDesk. Author of the popular newsletter 'The Flying Frisby'. Books include 'Bitcoin: The Future of Money?' (2014), 'Daylight Robbery — How Tax Changed our Past and Will Shape our Future', 'Life After the State — Why We Don't Need Government' and 'The Secret History of Gold: Myth, Money, Politics and Power'. Won the Ha Bloody Ha New Act of the Year comedy competition in 1998."
tobi-opeyemi-amure,Tobi Opeyemi Amure,B,82,73,12,Editor — FinanceFeeds (freelance finance writer),editor,active,,FinanceFeeds,financefeeds,T3,62,4,2,financefeeds; investopedia,crypto; personal-finance; forex,,,,,,"Lagos, Nigeria",https://www.linkedin.com/in/tobi-amure/,https://twitter.com/tobiamure,,https://www.tobiamure.com,https://financefeeds.com/author/tobi-opeyemi-amure/,,,Investopedia,,,,,,,,,tobiamure.com,,L1 WebFetch aggregate,,"Full-time freelance finance writer specializing in crypto and personal finance topics. Editor at FinanceFeeds. Contributes/has contributed to Watcher Guru, Investopedia, and Sterling Savvy. Operates personal writer sites tobiamure.com and tobiwrites.co."
adam-button,Adam Button,B,82,73,13,Leader / Managing Editor — investingLive (formerly ForexLive),chief,active,,ForexLive,forexlive,T2,78,3,1,forexlive,forex; markets; financial-journalism,,,,Undergraduate@Ryerson University (now Toronto Metropolitan University),15,"Toronto, Canada",,https://twitter.com/FX_Button,,,https://www.investinglive.com/author/adam-button,,,,,,,,,,,,,,L5.5-direct + Rule A,,Leads investingLive.com (rebranded from ForexLive) for nearly a decade. Previously head of the markets team at Canadian Economic Press. Graduate of Ryerson University. Based in Toronto. Core thesis: news and understanding what it means first is the most valuable commodity in markets.
itai-levitan,Itai Levitan,B,82,73,13,Head of Strategy — investingLive.com,chief,active,,ForexLive,forexlive,T2,78,3,1,forexlive,forex; markets; ai; investing,,,,MBA@; BS Computer Science@,25,,,https://twitter.com/itai.levitan,,,https://www.investinglive.com/author/itai-levitan,,,,,,,,,,1410,,,,L5.5-direct,,"Head of Strategy at investingLive.com with 25 years of business experience and over a decade investing in equities and real estate. Specializes in reward-to-risk strategies, chart analysis, and AI applications in finance. Claims 15,000+ hours of chart study. Holds an MBA and a BS in Computer Science. 1,410+ articles published on platform."
brandon-bovey,Brandon Bovey,B,81,69,18,Senior Broker Analyst,senior,active,,BrokerChooser,brokerchooser,T3,66,2,1,brokerchooser,credit; equity; fixed-income,CFA,CFA,n,Engineering (BSc+)@University of Virginia,15,,https://www.linkedin.com/in/brandon-bovey/,,,,https://brokerchooser.com/team/brandon-bovey,,,,,,,,,,,,,,,,"15+ yrs across credit, equity, fixed-income markets. Engineering degrees (University of Virginia). ex-Senior Analyst Trade Analysis & Liquidity Management at Ellington Management Group 2007-2010."
rebecca-lake,Rebecca Lake,B,81,66,23,Recurring writer — Retirement / Investing / Estate Planning,contributor,active,,SmartAsset,smartasset,T2,83,2,4,smartasset; usnews_money; investopedia; creditcards,retirement; investing; personal-finance; banking,CEPF,CEPF,n,BA@University of South Carolina; Graduate student@Charleston Southern University,10,"North Carolina coast, USA",,,,,https://smartasset.com/author/rebecca-lake,,,,,,,,,,,,,,,,"Retirement, investing and estate-planning expert with a decade of experience in personal-finance writing. Contributes to SmartAsset, U.S. News & World Report, CreditCards.com, Investopedia. Earlier career at Citibank, Discover and AIG. CEPF (Certified Educator in Personal Finance). Originally from central Virginia; lives on the North Carolina coast with two children. University of South Carolina graduate; graduate student at Charleston Southern University."
kate-irwin,Kate Irwin,B,81,65,24,Staff Reporter / Lead Gaming Reporter — Decrypt (and Creative Producer — GG),staff,active,,Decrypt,decrypt,T2,82,5,6,decrypt; pcmag; blockworks; inverse; dotesports; gamerant,crypto; blockchain; tech,,,,Bachelor's@UC Berkeley; Master's@Columbia University,,,,,https://muckrack.com/kateirwin,https://www.kateirwin.ca,https://decrypt.co/author/kateirwin,,,,,,,,,,,,kateirwin.ca,,L1_known + Rule A (L5.5 404 recovered),Original URL /kate-irwin returned 404; correct slug is /kateirwin. Updated.,"Staff Reporter at Decrypt and lead gaming reporter, also Creative Producer of GG. Covers cryptocurrency news, technology and culture for Decrypt, with focus on Web3 gaming and blockchain-related topics. Graduate of UC Berkeley and Columbia University. Previously wrote for PCMag, Blockworks, Inverse/Input, Dot Esports, Game Rant, IMDb, Medium, Yahoo Entertainment. Jury member at GAM3 Awards 2023."
rick-steves-financefeeds,Rick Steves,B,81,72,13,Managing Editor — FinanceFeeds,editor,active,,FinanceFeeds,financefeeds,T3,62,4,1,financefeeds,forex; cfd; fintech; crypto; institutional_markets,,,,Business Administration@,17,,https://www.linkedin.com/in/rickstevesfx/,,,,https://financefeeds.com/author/resteves/,,,,,,,,,,,,,,L1 + L5.5-direct,,"Managing Editor at FinanceFeeds, leading daily newsroom operations and setting editorial standards across forex/CFD markets, fintech and digital assets. Entered financial services in 2009 and began journalism in 2011. Produces real-time news for institutional and retail audiences. Business Administration background."
dean-fankhauser,Dean Fankhauser,B,81,67,21,"Founder & CEO — Bitcompare (also Movingto, PromptPal, Robozaps)",chief,active,,Bitcompare,bitcompare,T3,55,1,1,bitcompare,crypto; bitcoin; defi; investing,,,,Bachelor of Business@Swinburne University of Technology(2003-2007),18,,https://www.linkedin.com/in/deanfankhauser/,,,https://deanfankhauser.medium.com/,https://bitcompare.net/people/dean-fankhauser,,,The Guardian; BBC,BBC World,,,,,,,,true,,L1_known + Rule A,,"CEO and co-founder of Bitcompare (launched September 2019 with Dan Sutherland); digital platform offering real-time data and analytics on cryptocurrency prices. Profitable in year 1. Also CEO/Co-Founder of PromptPal (AI prompt/bot marketplace), Movingto (legaltech for global citizens), and Robozaps (crypto staking marketplace). Bachelor of Business, Swinburne University of Technology (2003-2007). Economics and startup background. Guest on BBC World; interviewed by The Guardian."
veronica-dagher,Veronica Dagher,B,80,68,17,Personal Finance Reporter,staff,active,,The Wall Street Journal,wsj,T1,92,2,1,wsj,personal-finance; housing; retirement; insurance,,,,Fellowship@Columbia University School of Journalism,,,,https://x.com/veronicadagher,https://muckrack.com/veronicadagher,,,,,WSJ,CBS; Fox Business; Yahoo Finance,[object Object],,,,,,,,,,,"Award-winning WSJ personal finance reporter. Covers housing, retirement, insurance. Author of WSJ ebook 'Resilience'. Creator/host of podcast 'Secrets of Wealthy Women'. Columbia Journalism fellow. Newswomen's Club Front Page Award."
felipe-erazo,Felipe Erazo,B,80,67,19,Freelance Financial Journalist — Forex & Crypto Analyst (FXEmpire Contributor),contributor,active,,FXEmpire,fxempire,T2,73,2,4,fxempire; fxstreet; cointelegraph; financemagnates,forex; crypto; bitcoin; markets,,,,BA Journalism & Social Communication@University of Chile; BA Social Communication@,16,Chile,https://pk.linkedin.com/in/felipe-erazo-20635241,https://twitter.com/FelipeErazo,,,https://www.fxempire.com/author/felipeerazo,felipeerazo@fxempire.com,y,,,,,,,,,,,,L7-websearch + L5.5-direct + Rule A,,"Freelance writer and forex/crypto analyst involved in online forex trading since 2010 and in the crypto sphere since 2015. Provides analytical reports using both technical and fundamental approaches. Joined FXEmpire as contributor in November 2021. Journalist and editor for media outlets across Latin America, plus radio stations in Colombia, Chile and the United States. Focus instruments: BTC, ETH, ADA, EUR/USD, XAU/USD, USD/JPY. Degree in Journalism from University of Chile (highest honor in overall ranking)."
crispus-nyaga,Crispus Nyaga,B,80,68,18,Editor — 55brokers (Investment & Crypto Analyst),editor,active,,55Brokers,55brokers,T4,42,1,5,55brokers; crypto.news; invezz; contentworks; seekingalpha,forex; crypto; markets; investing,,,,Master's in Business@Kenyatta University(2017); BSc Environmental Science@Maseno University(2013),9,"Nairobi County, Kenya (remote)",https://www.linkedin.com/in/chris-ayden/,,,,https://55brokers.com/author/crispus/,,,,,,,,183,2026-04-16T00:00:00Z,,,,,L5.5-direct + Rule A,,"Investment analyst with expertise in financials, petroleum, statistical data analysis and technical analysis. Proficient in advanced market-research tools. Currently Editor at 55brokers.com (since Aug 2024), Crypto Analyst at crypto.news (since Jun 2024), Forex Analyst at Invezz (since Apr 2020), Investment Analyst at Contentworks Agency (since Aug 2017) and long-time Investment Analyst at Seeking Alpha (since Jan 2017). Based in Nairobi County, Kenya (remote). Master's in Business (Kenyatta University, 2017); Bachelor's in Environmental Science (Maseno University, 2013, Second Class Upper)."
joshua-kennon,Joshua Kennon,B,80,67,19,Former contributor — The Balance (ex-About.com); Co-Founder & Managing Director Kennon-Green & Co.,contributor,former,,The Balance,thebalancemoney,T2,84,2,2,thebalancemoney; kennongreen,investing; stocks; personal-finance; retirement,,,,,20,,,,https://muckrack.com/joshua-kennon-1,https://www.joshuakennon.com/,https://www.thebalancemoney.com/joshua-kennon-356025,,,,,The Complete Idiot's Guide to Investing (3rd Edition),,,,,,,joshuakennon.com,,Rule A WebSearch (no authorUrl on input),,"Managing Director and Co-Founder of Kennon-Green & Co., a fiduciary global asset management firm serving affluent and high net worth individuals, families and institutions. Wrote about investing for About.com (now Dotdash, rebranded The Balance) for about 17 years — hundreds of articles on stocks, bonds, real estate targeted to beginner investors. Co-author of The Complete Idiot's Guide to Investing (3rd Edition). 20+ years writing on investing, finance, business and capital allocation. Founded several Internet companies earlier in career; semi-retired managing own wealth before returning to asset management."
alex-preston-cryptocompare,Alex Preston,B,79,70,13,Chairman,chief,active,,CryptoCompare,cryptocompare,T2,78,3,1,cryptocompare,crypto; markets,,,,,25,,https://www.linkedin.com/in/alex-preston-21a9b52/,,,,,,,,,,,,,,,,,,direct_about_page+L7,"Executive, not author-in-residence. Limited byline volume.","Chairman of CryptoCompare. Co-founded Verivox, Germany's leading utility price-comparison company, with Andrew Goodwin in 1998. Background in building and operating online marketplaces and exchanges."
thomas-drury,Thomas Drury,B,79,69,14,Co-founder & Director — The Investors Centre (ACII),chief,active,,TheInvestorsCentre,theinvestorscentre,T4,35,5,1,theinvestorscentre,investing; forex; crypto; stocks,ACII,ACII (Chartered Insurance Institute Associate),n,,,"Great Whelnetham, Bury St Edmunds, UK",https://uk.linkedin.com/in/thomas-drury-acii-7701a810a,,,,https://www.theinvestorscentre.co.uk/author/thomas-drury/,,,,,,,,,,,,theinvestorscentre.co.uk,,L5.5-direct + Rule A,,"Co-founder and director of The Investors Centre (launched 2023 alongside Adam Woodhead and Dom Farnell). ACII — Chartered Insurance Institute qualified (2018). The firm has tested 50+ investment platforms, deployed £250,000+ in capital, published hundreds of guides/comparisons, grown to £3M+ valuation. Also co-launched Wolfstone Digital (digital marketing agency) in Bury St Edmunds. Based in Great Whelnetham, UK."
frank-chaparro,Frank Chaparro,B,78,68,15,Host of The Scoop / Director of Special Projects — The Block (joined GSR July 2025 as Head of Content),senior,active,,The Block,theblock,T2,80,2,1,theblock,crypto; blockchain; markets,,,,Bachelor's@Fordham University,9,,,https://x.com/fintechfrank,https://muckrack.com/fintechfrank,,https://www.theblock.co/author/frank-chaparro,,,The Block; CoinDesk,,,,,,,,,,,websearch_fallback + Rule A (TheBlock 403),,"Founding reporter at The Block crypto media outlet; joined in September 2018 as senior correspondent covering cryptocurrency markets, exchanges and institutional involvement. Became Director of News in May 2019, later editor-at-large and Director of Special Projects. Host of The Scoop podcast. Previously a finance reporter at Business Insider (2017-2018) covering crypto, equity market structure, and digital wealth management. In July 2025 joined trading firm GSR as Head of Content and Special Projects."
andrew-lockwood,Andrew Lockwood,B,78,67,16,Head of Trader Education — Funded Trading Plus,chief,active,,Funded Trading Plus,fundedtradingplus,T3,55,0,1,fundedtradingplus,forex; trading-education; prop,,,,,35,UK,https://uk.linkedin.com/in/andrew-lockwood,,,,https://www.fundedtradingplus.com/meet-andrew-lockwood-our-head-of-trader-education/,,,Finance Magnates; TradingView,,,,,500+,2026-04-16T00:00:00Z,,,,,websearch_primary + Rule A (fundedtradingplus 403),,"Head of Trader Education at Funded Trading Plus with 35+ years in financial markets. Started his career on the London Stock Exchange before transitioning to LIFFE (London International Financial Futures Exchange) trading pits, focusing on UK/US/German bonds, FTSE and sterling markets. Former floor trader at Lehman Brothers and UBS; also worked at Warburgs and Swiss Bank. Traded on the LIFFE floor on Black Wednesday (16 September 1992). Over the last nine years has taught 100,000+ students and built a social-media following of 350,000+."
jeremy-biberdorf,Jeremy Biberdorf,B,78,67,16,Founder — Modest Money,chief,active,,Modest Money,modestmoney,T3,50,2,2,modestmoney; gobankingrates,investing; personal-finance; stocks; finance,,,,Diploma — Computer Systems Technology@,20,"Vancouver, Canada",https://www.linkedin.com/in/jeremybiberdorf/,https://twitter.com/modestmoney,,https://www.modestmoney.com/,https://www.modestmoney.com/author/jeremyb2,,,,,,,,,,,,modestmoney.com,,L7-websearch + Rule A,,"Founder of Modest Money, an internet entrepreneur and personal finance writer from Vancouver, Canada. Started his career as a web programmer after completing a computer systems technology diploma program, then transitioned into search engine optimization and internet marketing for about 12 years before founding Modest Money in 2012 as a finance blog — initially as a source of side income that also led to improved personal financial habits. Also contributes to GOBankingRates, AutoInsurance.com, and The Good Men Project."
nooresh-merani,Nooresh Merani,B,77,65,19,Contributor (technical analyst) — AskTraders; Founder of Analyse India,contributor,active,,AskTraders,asktraders,T3,52,1,1,asktraders,stocks; day-trading; markets,SEBI Research Analyst,,,IT Engineering (Bachelor's)@,17,India,https://in.linkedin.com/in/nooreshtech,https://twitter.com/nooreshtech,,https://www.nooreshtech.co.in,https://www.asktraders.com/our-contributors/nooresh-merani/,noorrock2002@gmail.com,y,,CNBC; ET Now; Bloomberg,,,6297,,2026-04-16T00:00:00Z,,,nooreshtech.co.in,,L5.5-direct,,"SEBI-registered research analyst, founder/educator/blogger at Analyse India (nooreshtech.co.in). IT engineer by qualification, now advisor/trainer focused on technical analysis of Indian equities. 17+ years of blogging on technical analysis; has conducted 300+ Technical Analysis Training Workshops across India. Regular guest analyst on CNBC, ET Now and Bloomberg. Contributor at AskTraders since April 2019."
alyssa-hertig,Alyssa Hertig,B,77,64,21,Contributing Tech Reporter — CoinDesk (Bitcoin/Lightning Network),contributor,active,,CoinDesk,coindesk,T2,89,5,6,coindesk; decrypt; vice; markets-insider; yahoo-finance; cointelegraph,bitcoin; crypto; tech,,,,,,,,,https://muckrack.com/alyssa-hertig,,https://www.coindesk.com/author/alyssa-hertig,,,,,,,,,,,,,,websearch_fallback + Rule A,CoinDesk 403; LinkedIn/Twitter not surfaced via Rule A (omonym risk — R11). NEEDS_MANUAL_REVIEW for socials.,"Contributing tech reporter at CoinDesk specializing in Bitcoin and the Lightning Network. Programmer and journalist. Bylines also appear in Markets Insider, Yahoo News, Yahoo Finance, VICE, Mic, Reason, Cointelegraph, Nasdaq, Decrypt Media. Covers technical crypto topics — Lightning Network security, centralization research, payment infrastructure, NFC+Lightning retail integration, ham radio Lightning payments."
peter-conley,Peter Conley,B,77,64,21,Writer & Web Developer (Bitcoin Magazine contributor) / Product Advocate — Vercel,contributor,active,,Bitcoin Magazine,bitcoinmagazine,T2,78,4,1,bitcoinmagazine,bitcoin; crypto; tech,,Full-Stack Web Development Certification,n,BA Business Administration@SUNY Geneseo(2012),11,,https://www.linkedin.com/in/peter-conley/,https://twitter.com/PeterDConley,,https://peterdavidconley.com/,https://bitcoinmagazine.com/authors/peter-conley,,,,,,,1280,,2026-04-16,,,peterdavidconley.com,,L5.5-direct + Rule A,,"Writer and web developer, Product Advocate at Vercel since ~2022. Contributor to Bitcoin Magazine on adoption, education, and the Bitcoin ecosystem. Self-custody advocate running a cold-storage consulting business and a Bitcoin Lightning node (Nodl's Dojo). Studied 1,000+ hours of Bitcoin content across foundational books (The Bitcoin Standard, Internet of Money I-III, Layered Money, The Bullish Case for Bitcoin, Digital Gold). B.A. Business Administration, SUNY Geneseo (2012); Full-Stack Web Development certification, Bloom Institute of Technology (2022)."
victor-rosario-money,Víctor Rosario,B,77,65,18,Staff Writer — Money,staff,active,,Money.com,money_com,T2,82,3,3,money_com; consumersadvocate; msn_money,personal-finance; savings; insurance; financial-journalism,,,,BA Hispanic Studies@University of Puerto Rico,,United States / Puerto Rico,,,https://muckrack.com/victor-rosario,,https://money.com/author/victor-rosario/,,,Money; MSN Money,,,,,,,,,,,"L7 + Rule A (money.com 403, recovered via TheOrg + Muck Rack directory)",LinkedIn omonym trap — 600+ V. Rosario profiles; no disambiguating outlet match in first 3 results per R11. LinkedIn left null; flagged for manual review.,"Staff Writer at Money Group, writing and editing a wide range of topics related to personal finance. Frequent contributor to ConsumersAdvocate.org, having reviewed hundreds of companies in home warranties, credit card companies, pet insurance, television streaming services, antivirus software and gold IRAs. B.A. in Hispanic Studies from the University of Puerto Rico. Work featured across MSN Money and other outlets."
margarette-burnette,Margarette Burnette,B,76,62,22,Senior Writer & Content Strategist,senior,active,,NerdWallet,nerdwallet,T1,90,2,1,nerdwallet,savings; banking,,,,BS Business Administration@University of North Carolina at Chapel Hill,21,"Atlanta, GA",,https://twitter.com/Margarette,,,https://www.nerdwallet.com/author/margarette-burnette,margarette@nerdwallet.com,y,AP; USA Today; Washington Post; Los Angeles Times,,,,,,,,,,,,,"21+ yrs. 80+ articles, 56.8M readers. BS Business Admin (UNC Chapel Hill). Based near Atlanta, GA. ex-Good Housekeeping, Parenting, ESSENCE. Cited in AP, USA Today, WaPo, LA Times."
leo-jakobson,Leo Jakobson,B,76,67,14,Freelance Journalist (formerly CoinMarketCap Academy writer),contributor,former,,CoinMarketCap,coinmarketcap,T1,91,6,1,coinmarketcap,crypto; blockchain; financial-journalism,,,,,25,"New York City, NY, USA",https://www.linkedin.com/in/leo-jakobson-402b043/,,https://muckrack.com/leoajakobson,https://www.leojakobson.com,https://coinmarketcap.com/academy/author/leo-jakobson,,,,,,,,,,,,true,,L5.5-direct + Rule A,,"NYC-based freelance journalist covering crypto and business. Journalism career since the 1990s. Formerly wrote news briefs, analysis pieces and features about the crypto and blockchain industry primarily for CoinMarketCap Academy. Prior beats: business travel, consumer and employee engagement, small business, East Coast internet boom/bust, NYC crime, nightlife, and politics. Maintains personal site leojakobson.com."
molly-rossow,Molly Rossow,B,76,67,13,"Global Director of Marketing, Partner — Reink Media Group (ForexBrokers.com, StockBrokers.com)",chief,active,,ForexBrokers.com,forexbrokers,T3,61,2,2,forexbrokers; stockbrokers,financial-journalism; markets,,,,,17,"Detroit, MI, USA",https://www.linkedin.com/in/mollyrossow/,,,,https://www.forexbrokers.com/meet-the-team,,,,,,,,500+,2026-04-16,,,,,L5.5-direct + Rule A,,Global Director of Marketing and Partner at Reink Media Group — operator of ForexBrokers.com and StockBrokers.com. 17+ years of experience driving marketplace strategy. Based in the Detroit metropolitan area.
holly-mackay,Holly Mackay,B,76,67,13,Founder & CEO — Boring Money,chief,active,,Boring Money,boringmoney,T3,55,0,1,boringmoney,investing; personal-finance; retirement; savings,,,,Undergraduate (Oxford)@University of Oxford,27,UK,https://uk.linkedin.com/in/holly-mackay-9044524,,,https://www.hollymackay.com/,https://www.boringmoney.co.uk/advisers/holly-mackay/,,,,,,,188284,,2026-04-16,,,hollymackay.com,,"L7 WebSearch (page thin, Rule A recovery)",,"Founder and CEO of Boring Money (2015-), a consumer site rating savings, investment and pension products and cutting through finance jargon. In finance since 1999: held senior roles at Merrill Lynch, Aviva and Santander before setting up her first business, The Platforum (2008, since sold). Oxford graduate. Self-describes on LinkedIn as 'a financial translator, bullshit-basher and consumer advocate.' Regular financial-education commentator; focused on closing the UK gender investment gap (~£574B as of 2026). Keynote speaker (Chartwell Speakers, London Speaker Bureau)."
ryan-s-gladwin,Ryan S. Gladwin,B,76,68,12,Staff Writer (UK) — Decrypt,staff,active,,Decrypt,decrypt,T2,82,5,4,decrypt; theverge; fortune; coindesk,crypto; bitcoin; blockchain,,,,,,UK,,https://twitter.com/Ryan_S_Gladwin,,,https://decrypt.co/author/ryan-gladwin,ryangladwin@decryptmedia.com,y,,,,,,,,,,,,L5.5-direct + Rule A,,"Staff writer at Decrypt, based in the UK. Covers the crypto ecosystem; previously published in The Verge, Fortune, and CoinDesk. Disclosure per Decrypt bio: holds BTC, ETH, and LINK."
matt-bendoris,Matt Bendoris,B,76,63,21,Chief Features Writer — The Scottish Sun (primary),chief,active,,Boring Money,boringmoney,T3,55,0,2,scottish_sun; boringmoney,financial-journalism,,,,,36,"Scotland, UK",,https://twitter.com/mbendoris,https://muckrack.com/matt-bendoris,https://www.simonandschuster.com/authors/Matt-Bendoris/154154681,,,,,,Killing with Confidence; DM for Murder,,,,,,,,,L7-websearch (no authorUrl provided),"Listed under Boring Money in batch input, but Rule A confirms primary outlet is The Scottish Sun — Boring Money association only via Holly Mackay (founder) LinkedIn reference. Possible guest/contributor at Boring Money; NEEDS_MANUAL_REVIEW to confirm active Boring Money contributor status.",Chief Features Writer at The Scottish Sun and longtime journalist since 1989 — previously staff features writer at The Sun and The Daily Mirror (hired twice by Piers Morgan). Scottish Newspaper Society Arts/Entertainment Writer of the Year 2016. Author of crime novels 'Killing with Confidence' (written on a BlackBerry during commutes) and 'DM for Murder' (shortlisted Bloody Scotland Crime Book of the Year 2015). Has ghost-written various autobiographies. Lives in Scotland with wife and two children.
chris-weston-pepperstone,Chris Weston,B,76,65,17,Head of Research (Pepperstone),chief,active,,DayTrading.com,daytrading,T3,55,0,1,daytrading,forex; cfd; equity; fixed-income; markets,,,,Graduate Certificate in Applied Finance@Macquarie University; Master's (in progress)@,19,"Melbourne, Australia",,https://twitter.com/ChrisWeston_PS,,,https://www.daytrading.com/contributors/chris-weston,chris.weston@daytrading.com,y,Bloomberg,Bloomberg; Sky News,,,,,,,,,,,L5.5 success — plain email + X handle on-page. LinkedIn not linked from outlet page; omonym risk too high to pick.,"Head of Research at Pepperstone and contributor at DayTrading.com. 19+ years in the financial industry across research, sales and trading roles covering retail and institutional clients. Previously at IG, Merrill Lynch, Credit Suisse and Morgan Stanley. Regular market commentator on Bloomberg and Sky News. Graduate certificate in Applied Finance from Macquarie University; currently pursuing Master's."
michelle-hemstedt-thefullfx,Michelle Hemstedt,B,76,67,13,Co-Founder — The Full FX (Commercial Director),chief,active,,The Full FX,thefullfx,T3,55,0,1,thefullfx,forex; interbank-fx; markets,,,,LLB Law@London School of Economics; MA Creative Writing@Manchester Metropolitan University,20,"London, United Kingdom",https://www.linkedin.com/in/michelle-hemstedt-45512b7/,,,https://thefullfx.com,,,,,,,,,500+,2026-04-16,,,true,,L1 WebFetch aggregate + Rule A,,"Co-Founder of The Full FX, a news and analysis website for the institutional FX industry, responsible for the commercial side of the business including sponsorship sales. Launched The Full FX in 2021 with longtime P&L editor Colin Lambert after the closure of Profit & Loss. Previously spent 15 years at Profit & Loss as Commercial Director and earlier served as Head of Business Development for Futures & Options World (FOW)."
kathryn-pomroy,Kathryn Pomroy,B,75,65,16,Contributor,contributor,active,,Kiplinger,kiplinger,T2,85,5,1,kiplinger,personal-finance; retirement,,,,BA Journalism@,18,"Duluth, Minnesota, USA",https://www.linkedin.com/in/upnorthwriter/,,,https://www.upnorthwriter.com,https://www.kiplinger.com/author/kathryn-pomroy,upnorthwriter@icloud.com,y,,,,,,,,,,true,,L1+L5.5,,"18+ years covering personal finance, retirement planning, and estate/inheritance topics. BA in Journalism. Lives in Duluth, Minnesota. Joined Kiplinger as contributor in 2023. Runs her own freelance business (UpNorth Writer)."
liz-edwards,Liz Edwards,B,75,65,16,Freelance Editor and Writer,contributor,active,,Good Money Guide,goodmoneyguide,T4,48,0,2,goodmoneyguide; finder,personal-finance; banking; credit,,,,,26,United Kingdom,https://www.linkedin.com/in/liz-edwards-020b111b/,,https://muckrack.com/liz-edwards-2,,https://goodmoneyguide.com/author/liz-edwards/,,,,,,,,,,,,,,,,"Freelance personal finance editor and writer specialising in banking, credit and financial education. 20 years as Senior Editor at consumer champion Which?; then 6 years leading the editorial team at Finder (team earned multiple awards including 3 content awards in 2024). Contributes to Good Money Guide."
karthik-subramanian,Karthik Subramanian,B,75,67,12,Contributor / Technology Consultant — Crypto,contributor,active,,FinanceFeeds,financefeeds,T3,62,4,1,financefeeds,crypto; defi; blockchain; forex,,,,,9,,https://www.linkedin.com/in/karthiktradala/,,https://muckrack.com/karthik-subramanian,,https://financefeeds.com/author/karthik/,,,,,,,,,,,,,,L5.5-direct + Rule A,,"Founder, writer, and technology consultant with nine years in the crypto ecosystem. Covers token economics, Layer 1/Layer 2 infrastructure, DeFi protocols, wallets/custody, and the bridge between crypto and forex (broker technology, liquidity, macro drivers). Emphasizes clear, practical frameworks for evaluating new products and on-chain innovation alongside FX market realities."
